uid;error_id;start_vid;end_vid;error_val;type;level;geom
1927369-1060813;;1927369;1060813;0;No error;4;0104000020E61000000200000001010000009EB1D41F86776240DF701FB9358741C00101000000B1CBA612547A62400B53A5773B8A41C0
1928374-447629;;1928374;447629;0;No error;4;0104000020E6100000020000000101000000EBC891CE003A62401C7E929625D441C0010100000036A2C563D0396240A70AA1DEE7D241C0
1933438-447629;;1933438;447629;0;No error;4;0104000020E6100000020000000101000000D03CCAD2583D62404E3ADBEDC4CD41C0010100000036A2C563D0396240A70AA1DEE7D241C0
1933489-95543;;1933489;95543;0;No error;4;0104000020E6100000020000000101000000E7069ED6C8DA6240CB86904EB8C840C00101000000DC4AAFCD46DF6240400812256BB140C0
1933933-490746;;1933933;490746;0;No error;4;0104000020E6100000020000000101000000B4E55C8A2B796240F6F0C05B7BB63EC001010000007A6F0C0180816240F5108DEE20C03EC0
1935912-1617933;;1935912;1617933;0;No error;4;0104000020E6100000020000000101000000EA5C514A88C4624050AB43C93FFE3EC0010100000057DE9F9C32C76240B66801DA56033FC0
1936323-2075436;;1936323;2075436;0;No error;4;0104000020E61000000200000001010000009FB6A1BD950363407AA12534EE323FC0010100000001F2CA9ABD0E6340410702092FEE3EC0
1949915-396512;;1949915;396512;0;No error;4;0104000020E6100000020000000101000000CF1841BE5F9C624057653ACF330541C0010100000016E75E16899E6240F01D90DF36FB40C0
2006731-509270;272;2006731;509270;70;Near error;4;0104000020E6100000020000000101000000D6ADF94C916E6240C5FDECECD06640C001010000003843160EE96D624018963FDF166640C0
1953113-1712232;;1953113;1712232;0;No error;4;0104000020E6100000020000000101000000C5596CEE43D26240D4E87A47321A41C001010000000845A973BBC76240D77B3BD3951141C0
1954017-1712232;;1954017;1712232;0;No error;4;0104000020E6100000020000000101000000427C60C73FD26240D882DE1B431A41C001010000000845A973BBC76240D77B3BD3951141C0
1965656-976826;;1965656;976826;0;No error;4;0104000020E6100000020000000101000000F54DF5BF77D6624096C2CDF3F1A840C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1957921-1181647;;1957921;1181647;0;No error;4;0104000020E6100000020000000101000000D2C19F869413624086CB2A6C06E541C001010000008A3E7A1EF71662400FF340BF4AE841C0
1958340-976826;;1958340;976826;0;No error;4;0104000020E6100000020000000101000000833E479A6ED66240CF5F8D5830A740C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1961706-976826;;1961706;976826;0;No error;4;0104000020E6100000020000000101000000EF7AC443B3D56240E938C8354F9B40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1961945-1017473;;1961945;1017473;0;No error;4;0104000020E6100000020000000101000000D4241D8A27D66240C30A5CC3B19740C00101000000D5DBB0B71EDF62400FB743C362A140C0
1965869-994541;;1965869;994541;0;No error;4;0104000020E61000000200000001010000005833D70E2B206340D4D4B2B5BE663DC00101000000A8A6C9317E2463400D22AD8CA1653DC0
1969916-994541;;1969916;994541;0;No error;4;0104000020E6100000020000000101000000200890A123206340B0AE0AD462663DC00101000000A8A6C9317E2463400D22AD8CA1653DC0
1970044-1976707;;1970044;1976707;0;No error;4;0104000020E61000000200000001010000000A044BBF4EB662400A3664F2BCC041C00101000000720F536C96B36240F5882C2D7EC041C0
1963684-2004920;;1963684;2004920;0;No error;4;0104000020E6100000020000000101000000CFCB7223F6E36240A477E05284783FC0010100000043931F4C25E86240C44B265DE98D3FC0
1964211-976826;;1964211;976826;0;No error;4;0104000020E61000000200000001010000008634CFB67FD662406E02C23D85AB40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1967011-2004832;212;1967011;2004832;70;Near error;4;0104000020E610000002000000010100000016116A2B1B2B6240BAC61D2565CC41C001010000001DF3F054762A62404F46F01A4FCC41C0
1967754-1017473;;1967754;1017473;0;No error;4;0104000020E6100000020000000101000000423168D733D662401C9540EF329740C00101000000D5DBB0B71EDF62400FB743C362A140C0
1967848-1316320;;1967848;1316320;0;No error;4;0104000020E610000002000000010100000042E32E675B9A6240A62B3300AFAC3DC00101000000648FF579B19262406729594E42AD3DC0
1968213-976826;;1968213;976826;0;No error;4;0104000020E6100000020000000101000000882359D170D662407A2986F590A640C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1968252-2004920;;1968252;2004920;0;No error;4;0104000020E61000000200000001010000004FA84CD64DE66240C1B80A1813793FC0010100000043931F4C25E86240C44B265DE98D3FC0
1969657-1195232;321;1969657;1195232;70;Near error;4;0104000020E610000002000000010100000099EC44EECE30634047753A90F5803CC001010000005166834CF230634002F04FA912813CC0
1970097-1316320;;1970097;1316320;0;No error;4;0104000020E610000002000000010100000047E7FC14079862402E58AA0B78A13DC00101000000648FF579B19262406729594E42AD3DC0
1971250-976826;;1971250;976826;0;No error;4;0104000020E6100000020000000101000000AF58688C7BD6624045EFF906CBAA40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1971391-1973693;363;1971391;1973693;70;Near error;4;0104000020E61000000200000001010000005750622184C76240A39B583BE5FA3EC0010100000007A0072D5AC76240B7FCD181F6003FC0
1972055-1973693;363;1972055;1973693;70;Near error;4;0104000020E61000000200000001010000006D776A8970C76240421B255415FB3EC0010100000007A0072D5AC76240B7FCD181F6003FC0
1972093-2004920;;1972093;2004920;0;No error;4;0104000020E61000000200000001010000000156A247E7E66240C7269E584C7B3FC0010100000043931F4C25E86240C44B265DE98D3FC0
1975390-1976707;;1975390;1976707;0;No error;4;0104000020E6100000020000000101000000DED8FD744DB6624045ECB886BEC041C00101000000720F536C96B36240F5882C2D7EC041C0
1976362-1316320;;1976362;1316320;0;No error;4;0104000020E6100000020000000101000000CC8179230E9A624030FC3B365DAC3DC00101000000648FF579B19262406729594E42AD3DC0
1978389-114532;;1978389;114532;0;No error;4;0104000020E6100000020000000101000000965F611C37B66240314278B4718A42C0010100000058F90A77D3B3624028E84020E18042C0
1980760-1316320;;1980760;1316320;0;No error;4;0104000020E610000002000000010100000033AF7EC7CB8F624021205F4205973DC00101000000648FF579B19262406729594E42AD3DC0
1981103-1316320;;1981103;1316320;0;No error;4;0104000020E6100000020000000101000000442B9C49C09762403AF18B01C89F3DC00101000000648FF579B19262406729594E42AD3DC0
1982567-509270;;1982567;509270;0;No error;4;0104000020E6100000020000000101000000ECDD1FEF55716240E065868DB25140C001010000003843160EE96D624018963FDF166640C0
1983341-1060813;;1983341;1060813;0;No error;4;0104000020E6100000020000000101000000920E6A1AAF766240C9CC60E7018641C00101000000B1CBA612547A62400B53A5773B8A41C0
1984094-1316320;;1984094;1316320;0;No error;4;0104000020E6100000020000000101000000DFF137EB1D9A624008B8D6CD7BAC3DC00101000000648FF579B19262406729594E42AD3DC0
1984551-1316320;;1984551;1316320;0;No error;4;0104000020E61000000200000001010000008364A65905986240518138B46DA13DC00101000000648FF579B19262406729594E42AD3DC0
1985602-148517;233;1985602;148517;70;Near error;4;0104000020E61000000200000001010000009F888F9995B66240BC0853944B7842C00101000000211FF46C16B462407F74A03D4D8142C0
1985761-509270;272;1985761;509270;70;Near error;4;0104000020E6100000020000000101000000B5D14A6B9D6E6240CD5E1157296740C001010000003843160EE96D624018963FDF166640C0
1988269-2004920;;1988269;2004920;0;No error;4;0104000020E6100000020000000101000000C20A010A7FE762400B822271EA7A3FC0010100000043931F4C25E86240C44B265DE98D3FC0
1990993-1316320;;1990993;1316320;0;No error;4;0104000020E6100000020000000101000000AFD7AA13069A62408CF1063D40AC3DC00101000000648FF579B19262406729594E42AD3DC0
1991327-1625127;;1991327;1625127;0;No error;4;0104000020E6100000020000000101000000575FB8CE1AC76240FDD41D30B4053FC00101000000F27DCC627DC662409C7AEE4E88023FC0
1992816-1891659;216;1992816;1891659;70;Near error;4;0104000020E61000000200000001010000006553AEF0AE5862409FE40E9BC89E40C001010000002B35D65948586240EE43DE72F58D40C0
1994276-963433;;1994276;963433;0;No error;4;0104000020E610000002000000010100000090AADCFA9FBE624044B9D9C46E5C40C001010000003C77CC8AF2BE6240B45DFCC8086740C0
1994322-1316320;;1994322;1316320;0;No error;4;0104000020E6100000020000000101000000F4B006DE3F9A6240981CD2037AAC3DC00101000000648FF579B19262406729594E42AD3DC0
1994324-1056726;;1994324;1056726;0;No error;4;0104000020E6100000020000000101000000C2E567D9C9C56240CBF44BC45B133FC001010000000ED8D5E469C86240EE00F4A0451F3FC0
1994462-95543;;1994462;95543;0;No error;4;0104000020E610000002000000010100000045775AC8EDDC6240F9C08EFF02C840C00101000000DC4AAFCD46DF6240400812256BB140C0
1995923-976826;;1995923;976826;0;No error;4;0104000020E610000002000000010100000033326DA451D66240E8209EDB3AA640C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1996079-1599399;;1996079;1599399;0;No error;4;0104000020E6100000020000000101000000B443577DC95C6240F689F2BB9F2D41C00101000000C1BFAD60C05E62409820D912A82941C0
1996558-1599399;;1996558;1599399;0;No error;4;0104000020E6100000020000000101000000BAA706F5C85C6240409BC184762D41C00101000000C1BFAD60C05E62409820D912A82941C0
1997403-1976707;;1997403;1976707;0;No error;4;0104000020E6100000020000000101000000AB70708E5FB662404074F7EFB0C041C00101000000720F536C96B36240F5882C2D7EC041C0
1997698-1555640;;1997698;1555640;0;No error;4;0104000020E6100000020000000101000000636CD73A27D662409AB6DA1E189540C0010100000022437D814FDF62408F0E59EE169B40C0
2001897-95543;;2001897;95543;0;No error;4;0104000020E6100000020000000101000000C8A87C1996DF6240370994032CB140C00101000000DC4AAFCD46DF6240400812256BB140C0
2001426-528180;;2001426;528180;0;No error;4;0104000020E6100000020000000101000000DAF51CA21B8E6240156B5D0FCBA741C00101000000CC96AC8A308C6240A5DAA7E331A741C0
2009004-1483128;;2009004;1483128;0;No error;4;0104000020E6100000020000000101000000E8FFB00041E862406D7CDC6DCD9240C00101000000EE8DC64645E862403780C86CDA9240C0
2002755-2004920;;2002755;2004920;0;No error;4;0104000020E6100000020000000101000000F89FA124C9E36240CB54771B8A793FC0010100000043931F4C25E86240C44B265DE98D3FC0
2003058-114532;233;2003058;114532;70;Near error;4;0104000020E61000000200000001010000007EFFE6C5C9B56240DDE80885AD8742C0010100000058F90A77D3B3624028E84020E18042C0
2004727-1316320;;2004727;1316320;0;No error;4;0104000020E6100000020000000101000000960BF038609662409133034B64973DC00101000000648FF579B19262406729594E42AD3DC0
2004787-148517;;2004787;148517;0;No error;4;0104000020E6100000020000000101000000AD8B3622B3B462400B822271EA7642C00101000000211FF46C16B462407F74A03D4D8142C0
2005059-1316320;;2005059;1316320;0;No error;4;0104000020E61000000200000001010000002CC4D963D89962402296838F77AB3DC00101000000648FF579B19262406729594E42AD3DC0
2006746-2004920;;2006746;2004920;0;No error;4;0104000020E6100000020000000101000000C6A9317CDFE3624054F71274C5783FC0010100000043931F4C25E86240C44B265DE98D3FC0
2007062-528180;;2007062;528180;0;No error;4;0104000020E61000000200000001010000004C38F4168F8C62402539059E20A741C00101000000CC96AC8A308C6240A5DAA7E331A741C0
2008437-1316320;271;2008437;1316320;70;Near error;4;0104000020E61000000200000001010000005BB22AC28D9D6240F4DDAD2CD1CD3DC00101000000648FF579B19262406729594E42AD3DC0
2009975-1576151;200;2009975;1576151;70;Near error;4;0104000020E6100000020000000101000000360B0FF556156340EFA2F9ADE76F3FC00101000000054DF0F2991563400A99D0C9F76D3FC0
2012219-2004920;;2012219;2004920;0;No error;4;0104000020E6100000020000000101000000ADC8433AD7E76240A30C0BA47A773FC0010100000043931F4C25E86240C44B265DE98D3FC0
2019208-1181647;;2019208;1181647;0;No error;4;0104000020E610000002000000010100000089C8FA17921A62406142BBF9FCE741C001010000008A3E7A1EF71662400FF340BF4AE841C0
2027766-2004920;;2027766;2004920;0;No error;4;0104000020E61000000200000001010000008F62CAD1EDE962406AF008B8317B3FC0010100000043931F4C25E86240C44B265DE98D3FC0
2021016-1181647;;2021016;1181647;0;No error;4;0104000020E610000002000000010100000093951579881B62404604882760E841C001010000008A3E7A1EF71662400FF340BF4AE841C0
2059493-1779121;;2059493;1779121;0;No error;4;0104000020E6100000020000000101000000CB9D9960382562407554DA87611341C001010000006F6CD15D2D206240A1FA624A7F1641C0
2031790-1488227;;2031790;1488227;0;No error;4;0104000020E610000002000000010100000063B25D46D6EA62405348E81D5DA240C00101000000774D486B4CEB624097D75B1487A040C0
2034058-994541;;2034058;994541;0;No error;4;0104000020E6100000020000000101000000DADC3DE5FD1F63402E28C23C1A553DC00101000000A8A6C9317E2463400D22AD8CA1653DC0
2035404-1878887;380;2035404;1878887;100;Error;4;0104000020E61000000200000001010000001AC4622F6F0E634047AAEFFCA27E3DC00101000000257A19C5321163400C72BCA717553DC0
2045169-95543;;2045169;95543;0;No error;4;0104000020E61000000200000001010000004548DDCEFEDD624094556C27A5B540C00101000000DC4AAFCD46DF6240400812256BB140C0
2039609-2059430;219;2039609;2059430;70;Near error;4;0104000020E61000000200000001010000005DA21FB2ED8D62400D912E9166CE40C001010000007346393D948F62402283818C25CA40C0
2040107-2004920;;2040107;2004920;0;No error;4;0104000020E6100000020000000101000000C7A17E17B6EC624051EE885462743FC0010100000043931F4C25E86240C44B265DE98D3FC0
2071627-619811;278;2071627;619811;100;Error;4;0104000020E6100000020000000101000000E456F77ED98C6240B0CFF7AE9CFF40C001010000004628113C198D62408FCC7E38A3FF40C0
2047964-2105604;;2047964;2105604;0;No error;4;0104000020E610000002000000010100000087D62F7D14CF6240C956975302423FC00101000000A28B97B85FCD62408E06F016482A3FC0
2049932-1820673;237;2049932;1820673;70;Near error;4;0104000020E6100000020000000101000000E939330BBE7662403788D68A361241C00101000000F9461916C87B62407853DB977D1C41C0
2051743-1629326;;2051743;1629326;0;No error;4;0104000020E6100000020000000101000000677E350788D26240A6B8AAECBBF840C00101000000D781188D21C7624088B608313C0F41C0
2051790-1556197;;2051790;1556197;0;No error;4;0104000020E610000002000000010100000040683D7CD914634083120B218C643FC001010000007937BB5AD31363409062258BA06C3FC0
2052871-1779121;;2052871;1779121;0;No error;4;0104000020E610000002000000010100000008B76BF84C2562409234C9D9851441C001010000006F6CD15D2D206240A1FA624A7F1641C0
2054370-1670501;;2054370;1670501;0;No error;4;0104000020E6100000020000000101000000281FCC376C8962409F8EC70C540642C00101000000DD007D6CDC8C6240B2D6506A2F2E42C0
2055362-1576151;;2055362;1576151;0;No error;4;0104000020E610000002000000010100000004102D68901463409B06A0AC73733FC00101000000054DF0F2991563400A99D0C9F76D3FC0
2055435-1712232;;2055435;1712232;0;No error;4;0104000020E61000000200000001010000005837DE1D59D262400EDD47C906FD40C001010000000845A973BBC76240D77B3BD3951141C0
2056226-1996995;;2056226;1996995;0;No error;4;0104000020E6100000020000000101000000E696B1FC14D562401D661EAFF67940C001010000000B7668FD12C762405CDB25BBE36140C0
2057502-95543;;2057502;95543;0;No error;4;0104000020E61000000200000001010000008E7E8F5525DD6240745FCE6C57BD40C00101000000DC4AAFCD46DF6240400812256BB140C0
2060429-1124671;;2060429;1124671;0;No error;4;0104000020E6100000020000000101000000C767B27FDECE624090EDC6CC4F3F3FC00101000000E91505B077C8624030B88BD58B1C3FC0
2060687-2050922;;2060687;2050922;0;No error;4;0104000020E6100000020000000101000000274A42226D106340559632BACDF93EC0010100000046257502DA0363403035F8B138243FC0
2060700-376443;;2060700;376443;0;No error;4;0104000020E6100000020000000101000000D19E81474A8A624079CC4065FCF440C00101000000DAC3036F2D85624028F04E3E3DF240C0
2061713-350778;;2061713;350778;0;No error;4;0104000020E6100000020000000101000000301345481D856240EC29DE6D83F440C00101000000E7F1C528D984624098B4F34762F340C0
2061802-144556;215;2061802;144556;70;Near error;4;0104000020E6100000020000000101000000C5758C2BAEC062402B24AA01949D41C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1555561-1599520;;1555561;1599520;0;No error;4;0104000020E61000000200000001010000006C521BE6D55A62407C3C3E6BC8DD41C00101000000CAD9E0E9BA5A6240EA0E18DAEFD941C0
2062717-376443;;2062717;376443;0;No error;4;0104000020E6100000020000000101000000065CA159A3896240C26D6DE179F440C00101000000DAC3036F2D85624028F04E3E3DF240C0
2107893-2004920;;2107893;2004920;0;No error;4;0104000020E61000000200000001010000000A383A9DDAE36240DEDF450488753FC0010100000043931F4C25E86240C44B265DE98D3FC0
2064220-376443;;2064220;376443;0;No error;4;0104000020E61000000200000001010000001229722D7F8862405A3629BB4FF440C00101000000DAC3036F2D85624028F04E3E3DF240C0
2064839-376443;;2064839;376443;0;No error;4;0104000020E6100000020000000101000000F477A51B978962401ECB16A474F440C00101000000DAC3036F2D85624028F04E3E3DF240C0
2064964-1124671;;2064964;1124671;0;No error;4;0104000020E61000000200000001010000001FD55526E1CE6240C0C293275A3F3FC00101000000E91505B077C8624030B88BD58B1C3FC0
2067618-1712232;;2067618;1712232;0;No error;4;0104000020E6100000020000000101000000EF9E4D586CD262407CE01923C80541C001010000000845A973BBC76240D77B3BD3951141C0
2068522-1820673;237;2068522;1820673;70;Near error;4;0104000020E6100000020000000101000000B9043B5945766240B29B19FD681341C00101000000F9461916C87B62407853DB977D1C41C0
2069776-1712232;;2069776;1712232;0;No error;4;0104000020E61000000200000001010000007588C9656DD26240CCC69459CE0541C001010000000845A973BBC76240D77B3BD3951141C0
2070292-376443;;2070292;376443;0;No error;4;0104000020E61000000200000001010000002D29D258968562407A50F5D0E3F240C00101000000DAC3036F2D85624028F04E3E3DF240C0
2070907-2050922;;2070907;2050922;0;No error;4;0104000020E6100000020000000101000000B8848DFC4B11634044D72A6629FA3EC0010100000046257502DA0363403035F8B138243FC0
2080592-376443;;2080592;376443;0;No error;4;0104000020E61000000200000001010000005679A7A77488624019C6DD205AF440C00101000000DAC3036F2D85624028F04E3E3DF240C0
2071181-1712232;;2071181;1712232;0;No error;4;0104000020E61000000200000001010000001B71B7DA39D262404845AD7A0A0041C001010000000845A973BBC76240D77B3BD3951141C0
2071345-2050922;;2071345;2050922;0;No error;4;0104000020E61000000200000001010000006439AEEBBC0F634049E06AF871E93EC0010100000046257502DA0363403035F8B138243FC0
2071794-144556;215;2071794;144556;70;Near error;4;0104000020E6100000020000000101000000C811C6AADCC06240B03C484F919B41C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
2071974-945599;;2071974;945599;0;No error;4;0104000020E61000000200000001010000008EF3ED13B6C56240FDE6B45D57303FC001010000002AFB534F4BC86240077360DE88233FC0
2072293-1820673;237;2072293;1820673;100;Error;4;0104000020E6100000020000000101000000548550EF73766240C9169348EC1241C00101000000F9461916C87B62407853DB977D1C41C0
2073939-1790236;;2073939;1790236;0;No error;4;0104000020E6100000020000000101000000B8DB3F602F236240171DDA11980241C00101000000396A3B5CA11F62407B46C77A0F0F41C0
2074920-1056726;;2074920;1056726;0;No error;4;0104000020E6100000020000000101000000E3EF28DFFDC66240F1796A9A1C133FC001010000000ED8D5E469C86240EE00F4A0451F3FC0
2076391-619811;;2076391;619811;0;No error;4;0104000020E610000002000000010100000072EAB93BE18C62400F6A1A6F86FF40C001010000004628113C198D62408FCC7E38A3FF40C0
2201998-919706;;2201998;919706;0;No error;4;0104000020E610000002000000010100000047A17609D82B62401BAC4901B3D441C00101000000D5B2B5BEC82C6240D1F533AB2DCD41C0
2081201-1124671;;2081201;1124671;0;No error;4;0104000020E61000000200000001010000001640E724CACE6240F488D1730B3F3FC00101000000E91505B077C8624030B88BD58B1C3FC0
2081213-1712232;;2081213;1712232;0;No error;4;0104000020E6100000020000000101000000AD1397E315D2624080E0E0C1050141C001010000000845A973BBC76240D77B3BD3951141C0
